Število povezav,Graf,Dolžina najdaljše poti - Color coding,Čas,Dolžina najdaljše poti - DFS,Čas
52,"{0: [1, 2], 1: [0, 3, 4, 5, 6, 10, 11], 2: [0, 1, 8], 3: [4, 7, 8, 10], 4: [0, 1, 2, 3, 5, 6, 10], 5: [1, 2, 7, 9, 10], 6: [2, 5, 8, 10, 11], 7: [1, 9], 8: [1, 7, 9, 11], 9: [0, 1, 3, 4, 5, 7, 8], 10: [1, 4, 5, 6], 11: [7, 8]}",8,46.56908988952637,12,0.15512394905090332
75,"{0: [3, 4, 5, 7, 8], 1: [0, 2, 3, 4, 5, 7, 10, 11], 2: [0, 1, 3, 8, 9, 10], 3: [1, 2, 5, 7, 8, 9, 10], 4: [2, 3, 10], 5: [1, 2, 3, 4, 6, 7, 9, 11], 6: [0, 2, 5, 10, 11], 7: [0, 2, 3, 5, 10], 8: [0, 1, 2, 4, 5, 7, 11], 9: [1, 2, 3, 5, 7, 8, 10, 11], 10: [2, 5, 7, 8, 9], 11: [0, 1, 4, 5, 7, 8, 9, 10]}",9,48.66089081764221,12,5.26589298248291
73,"{0: [1, 4, 7, 8, 9, 11], 1: [0, 5, 7, 8, 9, 10], 2: [3, 5, 6, 8, 9, 10, 11], 3: [1, 4, 6, 9, 10, 11], 4: [0, 1, 5, 6, 7, 9], 5: [0, 1, 3, 4, 6, 11], 6: [0, 1, 3, 4, 5, 7], 7: [0, 1, 3, 6, 10], 8: [1, 2, 6, 10], 9: [0, 1, 3, 5, 7, 11], 10: [0, 2, 3, 5, 7, 9, 11], 11: [0, 1, 2, 3, 4, 5, 8, 9]}",9,58.3128719329834,12,6.261850118637085
67,"{0: [1, 4, 6, 7, 8, 9], 1: [0, 2, 4, 6, 7], 2: [1, 3, 4, 7, 9, 11], 3: [0, 2, 5, 7, 9, 10, 11], 4: [6, 9, 10, 11], 5: [0, 2, 9, 10, 11], 6: [3, 5, 7, 8, 9, 10], 7: [1, 2, 3, 4, 5, 6, 10, 11], 8: [2, 5, 6, 9], 9: [1, 2, 3, 7, 8], 10: [1, 3, 4, 5, 7, 11], 11: [1, 4, 6, 7, 8]}",8,54.05260610580444,12,5.437097072601318
54,"{0: [1, 2, 3, 9], 1: [0, 4, 5, 8, 11], 2: [0, 3, 5, 8, 11], 3: [0, 2, 6, 7, 10], 4: [0, 1, 7, 9], 5: [2, 6, 9], 6: [1, 3, 8, 9, 11], 7: [1, 4, 5, 9], 8: [0, 1, 5, 10, 11], 9: [0, 2, 3, 5, 7, 8, 10, 11], 10: [3, 5], 11: [1, 2, 5, 10]}",9,48.3342809677124,12,0.3827650547027588
63,"{0: [2, 4, 7, 8, 10], 1: [0, 3, 5, 6, 7, 8, 9, 10], 2: [3, 5, 9, 10, 11], 3: [1, 2, 7, 8, 10, 11], 4: [0, 1, 2, 5, 6, 8, 9, 11], 5: [8, 11], 6: [0, 1, 2, 10, 11], 7: [0, 3, 5, 8, 9, 10], 8: [3, 4, 9, 10, 11], 9: [0, 4, 6, 8], 10: [0, 1, 6, 7], 11: [2, 4, 5, 7, 10]}",8,56.44229817390442,12,1.7851216793060303
70,"{0: [1, 3, 9, 11], 1: [0, 2, 3, 4, 7, 8, 9, 11], 2: [1, 3, 7, 8, 9], 3: [0, 1, 2, 7, 8, 9, 11], 4: [0, 1, 5, 6, 8, 10], 5: [0, 1, 2, 8, 9, 10], 6: [0, 2, 4, 5, 9, 10], 7: [0, 3, 6, 9, 10], 8: [2, 4, 6, 7, 10], 9: [1, 3, 4, 6, 7, 8], 10: [0, 4, 6, 7, 8, 9, 11], 11: [4, 5, 6, 7, 8]}",7,70.71874022483826,12,6.8115808963775635
62,"{0: [1, 6, 8, 9, 10, 11], 1: [0, 6], 2: [4, 6, 10, 11], 3: [0, 1, 2, 9, 10, 11], 4: [1, 3, 6, 7, 8, 9, 10, 11], 5: [1, 2, 6, 11], 6: [1, 4, 5, 7, 9, 10, 11], 7: [3, 4, 5, 8, 9, 10], 8: [1, 2, 5, 7, 9, 11], 9: [0, 2, 3, 4, 5, 6, 10, 11], 10: [0, 1, 4, 7], 11: [6]}",8,71.53388166427612,12,0.9014110565185547
68,"{0: [1, 2, 3, 4, 5, 9, 10], 1: [2, 3, 4, 6, 7, 9], 2: [0, 1, 4, 5, 7, 8, 9], 3: [4, 5, 7], 4: [1, 2, 6, 8, 9], 5: [3, 4, 6, 8, 9, 11], 6: [1, 4, 5, 7, 8, 9, 11], 7: [1, 3, 4, 6, 11], 8: [2, 3, 4, 5, 6, 9, 10, 11], 9: [3, 5, 10], 10: [3, 5, 7, 11], 11: [0, 2, 4, 5, 7, 8, 10]}",9,58.47649598121643,12,3.130270004272461
75,"{0: [1, 2, 5, 7, 11], 1: [4, 5, 7, 8, 9], 2: [0, 1, 3, 4, 5, 6, 8, 9], 3: [0, 1, 6, 9, 11], 4: [2, 7, 11], 5: [4, 10], 6: [0, 1, 2, 4, 5, 7, 8, 9], 7: [0, 1, 2, 3, 4, 6, 9, 10], 8: [0, 1, 3, 5, 6, 7, 9, 10, 11], 9: [1, 2, 3, 4, 5, 7, 8, 10, 11], 10: [0, 1, 2, 3, 4, 6, 9, 11], 11: [0, 1, 3, 6, 10]}",10,70.35289812088013,12,8.774879932403564
