Število povezav,Graf,Dolžina najdaljše poti - Color coding,Čas,Dolžina najdaljše poti - DFS,Čas
25,"{0: [1, 2, 4, 6], 1: [0, 3, 5, 6], 2: [0, 1, 3, 5, 6], 3: [4, 5, 6], 4: [0, 6], 5: [2, 3, 4, 6], 6: [0, 1, 4]}",7,0.4500899314880371,7,0.0010638236999511719
19,"{0: [2, 5], 1: [3, 4], 2: [0], 3: [1, 4, 6], 4: [0, 2, 3, 5, 6], 5: [1, 2, 3], 6: [2, 4, 5]}",6,0.40599513053894043,7,0.0003941059112548828
21,"{0: [1, 2, 4, 5], 1: [3, 4, 5], 2: [0, 3], 3: [1, 4, 5, 6], 4: [3, 5], 5: [0, 1, 2, 3, 6], 6: [4]}",5,0.41162776947021484,7,0.00046896934509277344
18,"{0: [3, 4], 1: [3, 5, 6], 2: [3, 5], 3: [0], 4: [2, 3, 5], 5: [0, 1, 3, 6], 6: [0, 2, 4]}",5,0.3989100456237793,7,0.00031065940856933594
21,"{0: [1, 4, 6], 1: [2, 3, 4], 2: [3, 4, 5], 3: [1, 2, 4], 4: [1, 2, 5], 5: [2, 3, 4], 6: [1, 3, 4]}",7,0.40915489196777344,7,0.00036025047302246094
22,"{0: [1, 5, 6], 1: [2, 3, 4, 5], 2: [4], 3: [0, 4], 4: [0, 2, 3, 5], 5: [0, 1, 4, 6], 6: [0, 1, 4, 5]}",5,0.4090702533721924,7,0.0006558895111083984
18,"{0: [2, 5], 1: [0, 2, 4], 2: [4, 6], 3: [0, 1, 5], 4: [0, 2, 5], 5: [1, 2, 3, 6], 6: [4]}",6,0.37972092628479004,7,0.00033593177795410156
17,"{0: [3, 4], 1: [3], 2: [0, 4], 3: [0, 2, 6], 4: [0, 2, 3, 5], 5: [1, 6], 6: [0, 2, 3]}",5,0.36954379081726074,7,0.0002779960632324219
27,"{0: [1, 2, 3, 4, 5], 1: [0, 3, 4, 5, 6], 2: [0, 5, 6], 3: [1, 2, 4, 5], 4: [0, 2, 5, 6], 5: [0, 2, 4, 6], 6: [0, 5]}",6,0.4463019371032715,7,0.0013840198516845703
23,"{0: [1, 2, 3, 6], 1: [0, 2, 3, 4], 2: [], 3: [0, 1, 5, 6], 4: [0, 2, 5], 5: [0, 2, 3], 6: [0, 2, 3, 4, 5]}",6,0.40973329544067383,7,0.0004773139953613281
26,"{0: [1, 2, 3, 5], 1: [3, 5], 2: [0, 3, 6], 3: [0, 1, 2, 4, 6], 4: [0, 2, 5, 6], 5: [0, 1, 3, 4, 6], 6: [1, 4, 5]}",6,0.44359707832336426,7,0.0014460086822509766
14,"{0: [1, 2, 5], 1: [0, 2, 4, 5], 2: [1, 4], 3: [5], 4: [], 5: [1, 2], 6: [1, 5]}",5,0.3483130931854248,6,0.00013208389282226562
21,"{0: [2, 6], 1: [2, 3, 4, 6], 2: [1, 3, 4], 3: [6], 4: [0, 2, 3, 5, 6], 5: [1, 6], 6: [0, 1, 3, 4]}",6,0.40041399002075195,7,0.00043392181396484375
20,"{0: [1, 2, 3, 4, 5], 1: [3, 4, 6], 2: [0, 3, 5], 3: [5], 4: [0, 1, 5, 6], 5: [1, 4], 6: [0, 4]}",6,0.3859679698944092,7,0.00040602684020996094
23,"{0: [3, 4, 6], 1: [2, 3, 5], 2: [1, 3, 4, 6], 3: [0, 1, 2, 4, 5], 4: [0, 5], 5: [0, 1, 2], 6: [0, 1, 5]}",5,0.4170708656311035,7,0.0008440017700195312
