Število povezav,Graf,Dolžina najdaljše poti - Color coding,Čas,Dolžina najdaljše poti - DFS,Čas
63,"{0: [1, 4, 5, 8, 10], 1: [0, 7], 2: [0, 1, 3, 4, 6, 7, 8, 9, 10], 3: [1, 2, 4, 5, 7, 8, 9], 4: [0, 3, 5, 6, 7, 8, 10], 5: [1, 8, 9, 10], 6: [0, 2, 7, 9, 10], 7: [0, 1, 5, 6, 8, 9, 10], 8: [0, 2, 3, 7], 9: [0, 1, 2, 3, 6, 7, 8, 10], 10: [0, 1, 3, 6, 9]}",8,21.668620824813843,11,0.9455547332763672
47,"{0: [1, 3, 6, 10], 1: [0, 4, 6, 8, 9], 2: [0, 1, 3, 4, 7, 8], 3: [1, 6, 8, 9, 10], 4: [3, 7], 5: [0, 2, 3, 7, 8, 9], 6: [4, 5, 7, 10], 7: [], 8: [1, 2, 3, 4, 5, 6], 9: [0, 1, 3, 5, 7], 10: [1, 2, 3, 7]}",8,20.68997597694397,11,0.08006596565246582
56,"{0: [1, 3, 9, 10], 1: [0, 4, 5, 8, 9, 10], 2: [4, 5, 8, 10], 3: [0, 2, 5, 7, 9], 4: [1, 2, 5, 6, 8], 5: [2, 4, 6, 8, 9], 6: [0, 2, 3, 5], 7: [1, 2, 3, 9, 10], 8: [1, 3, 4, 5, 6, 7, 10], 9: [0, 4, 5, 7, 10], 10: [0, 2, 3, 5, 6, 8]}",8,22.554481029510498,11,0.5996947288513184
55,"{0: [1, 2, 3, 4, 5], 1: [0, 2, 3, 4, 6, 7, 8], 2: [5, 6, 7, 8, 9, 10], 3: [0, 4, 7, 9], 4: [0, 2, 3, 6, 7, 8, 10], 5: [1, 2, 7, 8], 6: [0, 4, 5, 7, 8], 7: [0, 2, 3, 5, 6, 8, 9], 8: [2, 5, 9], 9: [1, 4, 5], 10: [0, 1, 6, 8]}",9,21.65653085708618,11,0.4875059127807617
53,"{0: [1, 3, 5, 8, 9], 1: [2, 6, 7, 10], 2: [0, 1, 3, 6, 7, 10], 3: [1, 2, 4, 5, 6, 7, 9], 4: [0, 1, 5, 6, 7, 9], 5: [0, 1, 2, 4, 6, 7, 8, 9], 6: [0], 7: [1], 8: [0, 5, 9], 9: [0, 1, 2, 4], 10: [0, 1, 2, 3, 4, 5, 7, 8]}",9,19.441439867019653,11,0.11787009239196777
45,"{0: [8, 10], 1: [5, 7, 8, 9], 2: [1, 5, 7, 10], 3: [1, 9, 10], 4: [5, 7, 9], 5: [3, 6, 7, 8, 9], 6: [0, 2, 5, 8], 7: [0, 1, 3], 8: [0, 1, 3, 4, 5], 9: [0, 1, 2, 5, 7, 8], 10: [0, 2, 3, 5, 6, 7]}",9,18.251593828201294,11,0.06503701210021973
50,"{0: [3, 4, 5, 6, 7], 1: [4, 5, 8], 2: [0, 3, 5, 8], 3: [4, 6, 9], 4: [1, 2, 6, 7, 10], 5: [0, 1, 2, 6, 8], 6: [0, 1, 2, 4, 5, 7, 9, 10], 7: [8, 10], 8: [0, 2, 5, 6, 7, 9, 10], 9: [1, 5, 7, 10], 10: [2, 3, 7, 8]}",7,18.861979246139526,11,0.1794428825378418
60,"{0: [3, 5, 8], 1: [5, 6, 7, 8, 9, 10], 2: [0, 1, 4, 9], 3: [0, 1, 2, 7, 9, 10], 4: [0, 2, 8, 9, 10], 5: [1, 4, 6, 7, 8, 9], 6: [0, 1, 2, 3, 4, 5, 7], 7: [0, 1, 2, 4, 6, 9], 8: [0, 1, 6, 9], 9: [0, 2, 5, 6, 7, 8, 10], 10: [0, 2, 5, 6, 7, 9]}",8,20.60433793067932,11,0.9069302082061768
42,"{0: [1, 5, 8, 10], 1: [3, 7, 9], 2: [0, 3, 4, 5, 7, 10], 3: [0, 1, 8, 9], 4: [0, 3, 5, 6, 9], 5: [0, 1, 9, 10], 6: [4, 7, 10], 7: [5], 8: [0, 2, 3, 4], 9: [2, 3, 4, 6, 7], 10: [2, 3, 7]}",9,18.80765390396118,11,0.06573009490966797
57,"{0: [1, 3, 5, 6, 7, 9], 1: [0, 2, 5, 8, 10], 2: [0, 1, 5, 6, 7, 8, 10], 3: [0, 1, 4, 5, 6, 8, 9, 10], 4: [2, 7], 5: [0, 2, 3, 6, 7, 8, 9, 10], 6: [0, 2, 4], 7: [0, 1, 3, 6], 8: [2, 5, 6, 7], 9: [0, 1, 3, 6, 7, 8, 10], 10: [3, 5, 8]}",8,20.2219717502594,11,0.483367919921875
