Število povezav,Graf,Dolžina najdaljše poti - Color coding,Čas,Dolžina najdaljše poti - DFS,Čas
24,"{0: [1, 4, 7], 1: [3, 4, 6, 7], 2: [3, 7], 3: [1, 2, 4, 5, 6], 4: [1], 5: [1, 7], 6: [0, 1, 2, 4, 5], 7: [1, 6]}",6,1.0053837299346924,8,0.0006489753723144531
19,"{0: [2, 7], 1: [3, 5], 2: [6], 3: [2, 4, 5, 6], 4: [0, 2], 5: [2, 6], 6: [0, 4, 5], 7: [1, 4, 5]}",6,0.9322609901428223,8,0.00041985511779785156
33,"{0: [1, 3, 5, 6, 7], 1: [0, 2, 4, 6, 7], 2: [3, 4], 3: [1, 2, 4, 5, 6], 4: [2, 6], 5: [2, 3, 4, 6, 7], 6: [0, 2, 3, 4, 5, 7], 7: [0, 4, 5]}",6,1.0766940116882324,8,0.004041910171508789
37,"{0: [1, 2, 4, 6, 7], 1: [2, 3, 5, 6], 2: [0, 1, 6, 7], 3: [0, 1, 4, 5, 6, 7], 4: [2, 3, 5, 6, 7], 5: [1, 2, 3, 7], 6: [0, 2, 4, 5], 7: [0, 1, 3, 5, 6]}",7,1.15643310546875,8,0.011548042297363281
25,"{0: [3, 4, 6], 1: [0, 2, 5, 6, 7], 2: [0, 1, 6, 7], 3: [2, 5, 6], 4: [6], 5: [0, 1, 2, 3], 6: [3, 7], 7: [2, 3, 6]}",6,0.9589190483093262,8,0.0013120174407958984
31,"{0: [1, 3, 4, 5, 6], 1: [0, 2], 2: [0, 1, 4, 5, 6], 3: [1, 7], 4: [0, 2, 3, 7], 5: [0, 2, 4, 7], 6: [0, 2, 4, 5, 7], 7: [0, 1, 2, 5]}",6,1.0466842651367188,8,0.0036809444427490234
23,"{0: [3], 1: [0, 5], 2: [1, 3, 4, 5, 6], 3: [0, 1, 7], 4: [1, 3, 6], 5: [2, 3, 4], 6: [0, 1, 3, 7], 7: [1, 3]}",7,0.9136149883270264,8,0.0006978511810302734
26,"{0: [7], 1: [2, 3, 4], 2: [1, 3, 4, 5, 7], 3: [0, 1, 6, 7], 4: [0, 1, 2, 5, 7], 5: [2, 6], 6: [2, 3, 4], 7: [0, 1, 4]}",7,0.9772019386291504,8,0.0013430118560791016
33,"{0: [1, 2, 5, 6], 1: [0], 2: [0, 1, 3, 4, 5, 7], 3: [0, 1, 2, 6, 7], 4: [1, 2, 3, 5, 6], 5: [1, 3, 6], 6: [1, 2, 4, 5, 7], 7: [0, 2, 4, 5]}",7,1.1058638095855713,8,0.004853963851928711
30,"{0: [2, 6], 1: [4, 5], 2: [1, 3, 6], 3: [1, 2, 4, 7], 4: [1, 3, 5, 6, 7], 5: [0, 4, 6, 7], 6: [0, 2, 3, 4, 5], 7: [0, 1, 2, 5, 6]}",6,1.0649452209472656,8,0.003832101821899414
33,"{0: [1, 2, 6], 1: [0, 2, 4, 6, 7], 2: [1, 3, 5, 7], 3: [0, 1, 2, 4, 5, 6], 4: [1, 2, 3, 6], 5: [3, 6], 6: [0, 3, 4, 5, 7], 7: [1, 2, 3, 4]}",7,1.1401739120483398,8,0.006550788879394531
25,"{0: [1, 2, 3], 1: [2, 5, 6], 2: [1, 3, 5, 7], 3: [2, 5], 4: [1, 2, 7], 5: [2, 3, 4], 6: [0, 1, 2, 7], 7: [3, 4, 5]}",6,0.9945077896118164,8,0.001081228256225586
30,"{0: [1, 4, 7], 1: [2, 3, 6, 7], 2: [0, 1, 3, 4, 7], 3: [0, 2, 4, 5, 6, 7], 4: [2, 6, 7], 5: [1, 2, 4], 6: [2, 4, 5, 7], 7: [2, 3]}",6,1.0523960590362549,8,0.003046751022338867
27,"{0: [1, 2, 3, 4, 5], 1: [5, 7], 2: [0, 1, 5], 3: [0, 1, 2, 4, 7], 4: [0, 1, 7], 5: [3, 4, 6, 7], 6: [0, 2, 7], 7: [1, 6]}",6,1.0103859901428223,8,0.001741170883178711
25,"{0: [2, 3, 4, 6, 7], 1: [0, 3, 5, 6], 2: [5, 6], 3: [4], 4: [1, 2, 3, 5], 5: [3, 6, 7], 6: [0, 2, 3, 5, 7], 7: [3]}",6,0.9673893451690674,8,0.001068115234375
